,Site_Name,Site_Score,SITS_ID,Longitude,Latitude
1229,Chemet Co.,50.0,1430,-89.372499,35.08361
1230,Ross Metals Inc.,37.65,1482,-89.548611,35.049167
1231,Smalley-Piper,50.0,1727,-89.685833,35.044444
1232,Smokey Mountain Smelters,50.0,1817,-83.925833,35.919444
1233,Alamo Contaminated Ground Water,50.0,1834,-89.118022,35.784153
1234,Clinch River Corporation,48.03,1873,-84.539381,35.93195
1235,"Walker Machine Products, Inc.",50.0,1891,-89.653469,35.041589
1236,Former Custom Cleaners,50.0,1924,-89.945,35.115114
1237,Southside Chattanooga Lead,50.0,1936,-85.30055899999999,35.032552
1238,"Bio-Ecology Systems, Inc.",35.06,776,-96.936669,32.743331
1239,Crystal Chemical Co.,60.9,777,-95.5644,29.7206
1240,"French, Ltd.",63.33,778,-95.0739,29.8796
1241,Harris (Farley Street),33.94,779,-95.1627,29.6244
1242,Highlands Acid Pit,37.77,780,-95.0786,29.8141
1243,"Motco, Inc.",0.0,781,-94.93333100000001,29.334719
1244,Sikes Disposal Pits,61.62,783,-95.086669,29.881669
1245,Triangle Chemical Co.,28.75,784,-93.8093,30.058000000000003
1246,United Creosoting Co.,37.29,785,-95.45666899999999,30.331669
1247,Geneva Industries/Fuhrmann Energy,59.46,787,-95.25,29.66
1248,Pesses Chemical Co.,28.86,788,-97.3256,32.7174
1249,Odessa Chromium #1,42.24,789,-102.4033,31.881669
1250,Odessa Chromium #2 (Andrews Highway),42.24,790,-102.3905,31.8934
1251,Bailey Waste Disposal,53.42,791,-93.87916899999999,29.99055
1252,"Brio Refining, Inc.",50.38,792,-95.203331,29.57
1253,Crystal City Airport,32.26,793,-99.8176,28.6969
1254,"Koppers Co., Inc. (Texarkana Plant)",31.31,794,-94.065,33.416669
1255,Sol Lynn/Industrial Transformers,39.65,795,-95.398611,29.678889
1256,"Stewco, Inc.",48.86,796,-94.06916899999999,32.465831
1257,"Petro-Chemical Systems, Inc. (Turtle Bayou)",29.94,797,-94.688061,29.92
1258,North Cavalcade Street,37.08,798,-95.34916899999999,29.806669
1259,South Cavalcade Street,38.69,799,-95.34778100000001,29.798331
1260,Lone Star Army Ammunition Plant,31.85,800,-94.2483,33.4344
1261,Longhorn Army Ammunition Plant,39.83,801,-94.123339,32.665
1262,Texarkana Wood Preserving Co.,40.19,802,-94.05333900000001,33.408331
1263,Sheridan Disposal Services,30.16,803,-96.1357,30.2074
1264,"Dixie Oil Processors, Inc.",34.21,804,-95.2047,29.5686
1265,Pantex Plant (USDOE),51.22,1314,-101.563611,35.321944
1266,RSR Corp.,50.0,1381,-96.8725,32.776944
1267,ALCOA (Point Comfort)/Lavaca Bay,50.0,1400,-96.56222199999999,28.650833000000002
1268,Tex-Tin Corp.,50.0,1478,-94.94166700000001,29.356666999999998
1269,Sprague Road Ground Water Plume,43.21,1489,-102.428333,31.918611
1270,Jasper Creosoting Company Inc.,50.0,1506,-93.9825,30.933889
1271,Rockwool Industries Inc.,48.0,1507,-97.438056,31.051667
1272,State Marine of Port Arthur,48.0,1508,-93.859167,29.960833
1273,City of Perryton Well No. 2,50.0,1528,-100.804722,36.400556
1274,"Many Diversified Interests, Inc.",32.07,1533,-95.33166700000001,29.767778000000003
1275,Hart Creosoting Company,48.0,1554,-93.995278,30.893611
1276,Star Lake Canal,50.0,1568,-93.917,29.975
1277,Garland Creosoting,49.1,1569,-94.710903,32.442271999999996
1278,State Road 114 Ground Water Plume,42.41,1571,-102.40556099999999,33.599883
1279,Palmer Barge Line,50.0,1600,-93.855083,29.961453000000002
1280,"Malone Service Company, Inc.",50.0,1611,-94.902778,29.333056
1281,R & H Oil Company,50.0,1637,-98.53760799999999,29.372203000000003
1282,Patrick Bayou,47.83,1638,-95.114583,29.731944
1283,Brine Service Company,50.0,1656,-97.508606,27.815371999999996
1284,Gulfco Marine Maintenance,50.0,1663,-95.28965600000001,28.966846999999998
1285,Falcon Refinery,50.0,1667,-97.17930600000001,27.860725
1286,Jones Road Ground Water Plume,46.5,1678,-95.584319,29.90465
1287,Conroe Creosoting Company,48.0,1682,-95.435428,30.318744
1288,Air Force Plant #4 (General Dynamics),39.92,1700,-97.45,32.777781
1289,Sandy Beach Road Ground Water Plume,50.0,1738,-97.525,32.928472
1290,East 67th Street Ground Water Plume,50.0,1754,-102.38583299999999,31.908610999999997
1291,Bandera Road Ground Water Plume,50.0,1755,-98.6205,29.494433
1292,Donna Reservoir and Canal System,50.0,1771,-98.086469,26.112285999999997
1293,Midessa Ground Water Plume,50.0,1772,-102.23366899999999,31.90635
1294,San Jacinto River Waste Pits,50.0,1773,-95.0625,29.7944
1295,North East 2nd Street (formerly Attebury Grain Storage Facility),32.33,1776,-101.85333299999999,34.745
1296,Old ESCO Manufacturing,40.81,1777,-96.0755,33.1383
1297,Van der Horst USA Corporation,48.0,1810,-96.273889,32.734167
1298,West County Road 112 Ground Water,50.0,1829,-102.094921,31.964128999999996
1299,US Oil Recovery,50.0,1854,-95.221528,29.718389000000002
1300,Circle Court Ground Water Plume,50.0,1866,-97.679763,32.744778000000004
1301,Main Street Ground Water Plume,50.0,1903,-98.22544,30.737147999999998
1302,"Eldorado Chemical Co., Inc.",38.85,1919,-98.350042,29.568833
1303,Highway 18 Ground Water,50.0,1927,-103.090681,31.851999999999997
1304,"Lane Plating Works, Inc.",50.0,1940,-96.769485,32.687886
1305,River City Metal Finishing,50.0,1941,-98.731875,29.430489
1306,Delfasco Forge,50.0,1945,-96.963228,32.750269
1307,Rose Park Sludge Pit,0.0,880,-111.9223,40.8001
1308,Sharon Steel Corp. (Midvale Tailings),41.85,881,-111.9142,40.608061
1309,Portland Cement (Kiln Dust 2 & 3),54.4,882,-111.9436,40.7474
1310,Hill Air Force Base,49.94,883,-111.955,41.128331
1311,Ogden Defense Depot (DLA),45.1,885,-112.0,41.266669
1312,Monticello Radioactively Contaminated Properties,35.03,887,-109.333611,37.863889
1313,American Crossarm & Conduit Co.,30.44,1105,-122.9689,46.656939
1314,Cayuga County Ground Water Contamination,50.0,1650,-76.6425,42.880556
1315,Northwest Transformer (South Harkness Street),30.56,1117,-122.3431,48.9197
1316,Landfill & Development Co.,33.62,138,-74.770839,39.980561
1317,Ellenville Scrap Iron and Metal,50.27,1651,-74.4055,41.724028000000004
1318,Centralia Municipal Landfill,36.36,1131,-122.9633,46.696669
1319,Nascolite Corp.,51.13,139,-75.032781,39.422219
1320,Diaz Chemical Corporation,50.0,1708,-78.029278,43.222944
1321,Peninsula Boulevard Ground Water Plume,50.0,1713,-73.706417,40.642806
1322,Hopewell Precision Area Contamination,50.0,1720,-73.781481,41.6116
1323,Gowanus Canal,50.0,1791,-73.98733299999999,40.681639000000004
1324,Newtown Creek,50.0,1813,-73.930762,40.715192
1325,Black River PCBs,48.03,1814,-75.627753,43.984269
1326,Foote Mineral Co.,50.0,1323,-75.585278,40.04
1327,Dewey Loeffel Landfill,50.0,1815,-73.560496,42.560957
1328,New Cassel/Hicksville Ground Water Contamination,50.0,1832,-73.559781,40.752446
1329,Eighteenmile Creek,50.0,1851,-78.689544,43.1813
1330,Wolff-Alport Chemical Company,50.0,1890,-73.901997,40.692671999999995
1331,Wappinger Creek,50.0,1917,-73.927136,41.597684
1332,Saint-Gobain Performance Plastics,50.0,1926,-73.3566,42.8943
1333,Magna Metals,50.0,1946,-73.8704,41.2745
1334,Arsenic Mine,0.0,1953,-73.715285,41.457972
1335,Allied Chemical & Ironton Coke,47.05,675,-82.65799999999999,38.5057
1336,Arcanum Iron & Metal,62.26,676,-84.549161,39.98195
1337,Big D Campground,30.77,677,-80.652781,41.904169
1338,Bowers Landfill,50.49,678,-82.965281,39.6375
1339,Buckeye Reclamation,35.1,679,-80.841669,40.047219
1340,Chem-Dyne,0.0,680,-84.552,39.4079
1341,Coshocton Landfill,39.14,681,-81.848611,40.225
1342,E.H. Schilling Landfill,34.56,682,-82.75555,38.5725
1343,Fields Brook,44.95,683,-80.7754,41.8915
1344,Fultz Landfill,39.42,684,-81.541661,39.984719
1345,Nease Chemical,47.19,685,-80.891669,40.916669
1346,New Lyme Landfill,31.19,686,-80.729161,41.584719
1347,Laskin/Poplar Oil Co.,35.95,687,-80.7815,41.7436
1348,"Pristine, Inc.",35.25,688,-84.43723100000001,39.236111
1349,Old Mill,35.95,689,-80.8456,41.6601
1350,Skinner Landfill,30.23,690,-84.39971899999999,39.333331
1351,Summit National,52.28,691,-81.0971,41.023999999999994
1352,Van Dale Junkyard,33.03,692,-81.4025,39.43195
1353,Zanesville Well Field,35.59,693,-81.992231,39.967781
1354,Miami County Incinerator,57.84,694,-84.22416899999999,40.074169
1355,Powell Road Landfill,31.62,695,-84.16,39.833331
1356,South Point Plant,46.33,696,-82.591669,38.4375
1357,"United Scrap Lead Co., Inc.",58.15,697,-84.198611,40.008889
1358,Industrial Excess Landfill,51.13,698,-81.404169,40.968331
1359,Chemical & Minerals Reclamation,0.0,699,-81.725031,41.490361
1360,Alsco Anaconda,42.94,700,-81.440831,40.361111
1361,"Sanitary Landfill Co. (Industrial Waste Disposal Co., Inc.)",35.57,702,-84.201531,39.716581
1362,Republic Steel Corp. Quarry,29.85,703,-82.117839,41.356189
1363,Ormet Corp.,46.44,704,-80.841669,39.705
1364,"TRW, Inc. (Minerva Plant)",38.08,705,-81.09,40.745
1365,Wright-Patterson Air Force Base,57.85,706,-84.0697,39.8071
1366,Reilly Tar & Chemical Corp. (Dover Plant),31.38,1198,-81.479,40.5175
1367,Feed Materials Production Center (USDOE),57.56,1251,-84.688331,39.29945
1368,Mound Plant (USDOE),34.61,1253,-84.2862,39.6264
1369,Diamond Shamrock Corp. (Painesville Works),50.0,1376,-81.258333,41.758333
1370,Dover Chemical Corp.,50.0,1377,-81.494444,40.539823
1371,North Sanitary Landfill,50.0,1398,-84.1525,39.78611
1372,Air Force Plant 85,50.0,1420,-82.887221,39.987777
1373,Lammers Barrel,69.33,1664,-84.08430600000001,39.726389000000005
1374,"Armco Inc., Hamilton Plant",69.34,1670,-84.531,39.429860999999995
1375,Peters Cartridge Factory,50.0,1675,-84.242222,39.350694
1376,Copley Square Plaza,50.0,1728,-81.61747199999999,41.092839
1377,South Dayton Dump & Landfill,48.63,1730,-84.219444,39.729444
1378,East Troy Contaminated Aquifer,50.0,1765,-84.1961,40.0381
1379,Behr Dayton Thermal System VOC Plume,50.0,1786,-84.17944399999999,39.784444
1380,New Carlisle Landfill,46.4,1787,-84.033694,39.923333
1381,Little Scioto River,48.03,1801,-83.183461,40.593061
1382,Milford Contaminated Aquifer,50.0,1828,-84.293786,39.177814
1383,West Troy Contaminated Aquifer,50.0,1862,-84.208928,40.046408
1384,Valley Pike VOCs,50.0,1916,-84.1325,39.797222
1385,Donnelsville Contaminated Aquifer,35.06,1943,-83.948728,39.920558
1386,Hardage/Criner,51.01,770,-97.5809,34.9764
1387,Tar Creek (Ottawa County),58.15,771,-94.841914,36.943603
1388,Compass Industries (Avery Drive),36.57,772,-96.083339,36.126389
1389,Sand Springs Petrochemical Complex,28.86,773,-96.101389,36.130831
1390,Tinker Air Force Base (Soldier Creek/Building 3001),42.24,774,-97.401494,35.413973
1391,Tenth Street Dump/Junkyard,30.98,775,-97.451939,35.47805
1392,Oklahoma Refining Co.,46.01,1047,-98.193339,34.898331
1393,Double Eagle Refinery Co.,30.83,1048,-97.47833100000001,35.468331
1394,Mosley Road Sanitary Landfill,38.06,1066,-97.414861,35.5025
1395,Fourth Street Abandoned Refinery,30.67,1074,-97.473056,35.470278
1396,National Zinc Corp.,50.0,1378,-95.995,36.746666999999995
1397,Tulsa Fuel and Manufacturing,50.0,1534,-95.848611,36.34625
1398,Hudson Refinery,29.34,1555,-96.77972199999999,35.985556
1399,Imperial Refining Company,30.0,1598,-97.10793100000001,34.195485999999995
1400,Wilcox Oil Company,50.0,1882,-96.380193,35.840804999999996
1401,Eagle Industries,50.0,1932,-97.33750699999999,35.435631
1402,Henryetta Iron and Metal,49.33,1957,-95.999803,35.439996
1403,"Gould, Inc.",32.12,986,-122.7483,45.5692
1404,Teledyne Wah Chang,54.27,987,-123.0633,44.66
1405,Umatilla Army Depot (Lagoons),31.31,988,-119.45,45.836110999999995
1406,"United Chrome Products, Inc.",31.07,989,-123.2861,44.5042
1407,Martin-Marietta Aluminum Co.,43.7,990,-121.2056,45.624439
1408,"Allied Plating, Inc.",39.25,991,-122.6617,45.583331
1409,Joseph Forest Products,32.6,1118,-117.2472,45.359439
1410,Union Pacific Railroad Co. Tie-Treating Plant,37.93,1285,-121.1651,45.5986
1411,Northwest Pipe & Casing/Hall Process Co,51.09,1345,-122.56388899999999,45.416333
1412,Fremont National Forest/White King and Lucky Lass Uranium Mines (USDA),50.0,1402,-120.54166699999999,42.336110999999995
1413,McCormick & Baxter Creosoting Co. (Portland Plant),50.0,1403,-122.73943999999999,45.579443
1414,Reynolds Metals Company,70.71,1444,-122.399161,45.5569
1415,Portland Harbor,50.0,1606,-122.793056,45.615278
1416,Taylor Lumber and Treating,71.78,1623,-123.42694399999999,45.097221999999995
1417,Harbor Oil,48.0,1665,-122.69138899999999,45.606389
1418,Formosa Mine,50.0,1761,-123.38261100000001,42.854471999999994
1419,North Market Street,32.61,1137,-117.3626,47.7297
1420,Black Butte Mine,50.0,1811,-123.06680800000001,43.579516
1421,"Radiation Technology, Inc.",42.56,140,-74.50555,40.970831
1422,"Metropolitan Mirror and Glass Co., Inc.",34.33,1324,-76.22166700000001,40.775
1423,Pasco Sanitary Landfill,44.46,1210,-119.0478,46.255281
1424,Hanford 300-Area (USDOE),65.23,1218,-119.2752,46.3703
1425,Hanford 1100-Area (USDOE),36.34,1219,-119.2848,46.3231
1426,Hanford 100-Area (USDOE),46.38,1220,-119.4829,46.7011
1427,Hanford 200-Area (USDOE),69.05,1222,-119.6049,46.563331
1428,General Electric Co. (Spokane Shop),57.8,1226,-117.3441,47.6729
1429,Bonneville Power Administration Ross Complex (USDOE),53.67,1236,-122.6572,45.6616
1430,Fort Lewis Logistics Center,35.48,1241,-122.5365,47.1142
1431,Bangor Naval Submarine Base,55.91,1243,-122.7131,47.699
1432,Hamilton Island Landfill (USA/COE),51.97,1316,-121.985,45.629583000000004
1433,Moses Lake Wellfield Contamination,50.0,1317,-119.315556,47.204722
1434,Tulalip Landfill,50.0,1318,-122.182222,48.041667
1435,Vancouver Water Station #4 Contamination,50.0,1319,-122.622472,45.6195
1436,Spokane Junkyard/Associated Properties,50.0,1359,-117.37082,47.689444
1437,Pacific Sound Resources,70.71,1382,-122.36666699999999,47.582332
1438,Puget Sound Naval Shipyard Complex,50.0,1389,-122.647222,47.559166
1439,Jackson Park Housing Complex (USNAVY),50.0,1404,-122.695972,47.588609999999996
1440,Vancouver Water Station #1 Contamination,50.0,1405,-122.645417,45.638471
1441,Port Hadlock Detachment (USNAVY),50.0,1406,-122.729583,48.083471
1442,Old Navy Dump/Manchester Laboratory (USEPA/NOAA),50.0,1418,-122.548055,47.574443
1443,Boomsnub/Airco,0.0,1433,-122.62166699999999,45.677222
1444,Oeser Co,69.34,1483,-122.514444,48.770278000000005
1445,Palermo Well Field Ground Water Contamination,50.0,1484,-122.90416699999999,47.001667
1446,Midnite Mine,50.0,1546,-118.094167,47.9375
1447,Hamilton/Labree Roads Ground Water Contamination,37.65,1597,-122.93305600000001,46.623472
1448,Lower Duwamish Waterway,50.0,1622,-122.29285,47.510081
1449,Quendall Terminals,50.0,1745,-122.2,47.533333
1450,Lockheed West Seattle,50.0,1756,-122.3625,47.583889
1451,Bremerton Gasworks,50.0,1855,-122.64213600000001,47.578544
1452,Makah Reservation Warmhouse Beach Dump,50.0,1883,-124.65671100000002,48.388353
1453,Grain Handling Facility at Freeman,50.0,1905,-117.19429699999999,47.519528
1454,City Disposal Corp. Landfill,36.84,707,-89.356939,42.946389
1455,Delavan Municipal Well #4,28.9,708,-88.623889,42.631669
1456,Eau Claire Municipal Well Field,35.57,709,-91.503331,44.853331
1457,Hagen Farm,32.06,710,-89.1832,42.9089
1458,Hunts Disposal Landfill,31.02,711,-87.88,42.835
1459,Janesville Ash Beds,57.9,712,-89.0275,42.703061
1460,Janesville Old Landfill,57.93,713,-89.023611,42.702781
1461,Kohler Co. Landfill,42.93,714,-87.763889,43.7375
1462,Lauer I Sanitary Landfill,42.69,715,-88.06666899999999,43.181389
1463,Lemberger Transport & Recycling,34.58,716,-87.8448,44.1655
1464,Master Disposal Service Landfill,47.49,717,-88.163331,43.092781
1465,"Mid-State Disposal, Inc. Landfill",35.23,718,-90.04,44.848331
1466,"Moss-American Co., Inc. (Kerr-McGee Oil Co.)",32.14,719,-88.0417,43.1772
1467,Muskego Sanitary Landfill,51.91,720,-88.1829,42.8929
1468,Northern Engraving Co.,38.75,721,-90.81445,43.934439000000005
1469,"Oconomowoc Electroplating Co., Inc.",31.86,722,-88.5221,43.2141
1470,Omega Hills North Landfill,58.54,723,-88.07221899999999,43.194439
1471,Onalaska Municipal Landfill,42.47,724,-91.3382,43.9573
1472,Schmalz Dump,48.92,725,-88.39666899999999,44.21
1473,"Scrap Processing Co., Inc.",34.24,726,-90.3529,45.1456
1474,Waste Research & Reclamation Co.,32.13,727,-91.458339,44.756669
1475,Wheeler Pit,57.8,728,-88.98055,42.666669
1476,Fadrowski Drum Disposal,31.08,729,-87.95245,42.9207
1477,"National Presto Industries, Inc.",42.39,730,-91.45200000000001,44.8601
1478,Stoughton City Landfill,35.79,731,-89.206389,42.923889
1479,"Waste Management of Wisconsin, Inc. (Brookfield Sanitary Landfill)",28.9,732,-88.148111,43.048169
1480,Wausau Ground Water Contamination,28.91,733,-89.6292,44.9773
1481,Sheboygan Harbor & River,33.79,734,-87.70075,43.749444
1482,"Lemberger Landfill, Inc.",34.07,735,-87.841669,44.173331
1483,Tomah Municipal Sanitary Landfill,45.91,736,-90.522,43.9944
1484,Algoma Municipal Landfill,39.99,737,-87.4912,44.597
1485,Tomah Armory,30.63,738,-90.5004,43.9927
1486,Tomah Fairgrounds,32.87,739,-90.519839,43.970811
1487,Hechimovich Sanitary Landfill,47.91,740,-88.554139,43.459531
1488,"N.W. Mauthe Co., Inc.",0.0,741,-88.43,44.25555
1489,Sauk County Landfill,34.21,1034,-89.8775,43.5145
1490,Spickler Landfill,44.24,1036,-90.26561099999999,44.689689
1491,Madison Metropolitan Sewerage District Lagoons,32.65,1192,-89.346281,43.034310999999995
1492,Better Brite Plating Chrome & Zinc Shops,48.91,1296,-88.0755,44.438061
1493,Refuse Hideaway Landfill,34.67,1334,-89.584722,43.086110999999995
1494,Ripon City Landfill,39.04,1399,-88.87055600000001,43.866806
1495,Penta Wood Products,50.0,1459,-92.43120400000001,45.784508
1496,Fox River NRDA/PCB Releases,50.0,1515,-88.0015,44.5331
1497,Ashland/Northern States Power Lakefront,50.0,1616,-90.883333,46.595971999999996
1498,Amcast Industrial Corporation,46.86,1799,-87.982056,43.288444
1499,"Fike Chemical, Inc.",36.3,376,-81.8425,38.426669
1500,Follansbee,33.77,377,-80.606939,40.340281
1501,Leetown Pesticide,36.72,378,-77.9095,39.3465
1502,West Virginia Ordnance (USARMY),0.0,379,-82.076389,38.926389
1503,Ordnance Works Disposal Areas,35.62,381,-79.97971899999999,39.603331
1504,Allegany Ballistics Laboratory (USNAVY),50.0,1395,-78.843611,39.560972
1505,Sharon Steel Corp (Fairmont Coke Works),57.08,1469,-80.11444399999999,39.493611
1506,Hanlin-Allied-Olin,53.98,1551,-80.801389,39.906667
1507,Vienna Tetrachloroethene,50.0,1558,-81.548778,39.325167
1508,Big John Salvage - Hoult Road,48.57,1585,-80.123056,39.497222
1509,Ravenswood PCE Ground Water Plume,50.0,1714,-81.761667,38.951667
1510,North 25th Street Glass and Zinc,48.03,1920,-80.357433,39.297053000000005
1511,Shaffer Equipment/Arbuckle Creek Area,50.54,1947,-81.1265,37.97651
1512,Baxter/Union Pacific Tie Treating,37.24,893,-105.6017,41.295
1513,Mystery Bridge Rd/U.S. Highway 20,32.1,1115,-106.2288,42.860580999999996
1514,F.E. Warren Air Force Base,39.23,1248,-104.8622,41.156669
1515,Shieldalloy Corp.,58.75,141,-75.02221899999999,39.543061
1516,Astoria Marine Construction Company,50.0,1844,-123.86123300000001,46.145309000000005
1517,Upper Deerfield Township Sanitary Landfill,33.62,142,-75.184719,39.494169
1518,North Ridge Estates,0.0,1845,-121.7465,42.2648
1519,Wilson Farm,33.93,143,-74.445269,40.072219
1520,Austin Avenue Radiation Site,0.0,1350,-75.261944,39.943056
1521,Blosenski Landfill,30.57,278,-75.91055,40.02
1522,Brodhead Creek,31.09,279,-75.186669,40.989719
1523,Bruin Lagoon,73.11,280,-79.725,41.051111
1524,Centre County Kepone,45.09,281,-77.80833100000001,40.823611
1525,Craig Farm Drum,28.72,282,-79.6825,41.0446
1526,Douglassville Disposal,55.18,283,-75.735281,40.2575
1527,Drake Chemical,38.52,284,-77.443611,41.129169
1528,Enterprise Avenue,40.8,285,-75.2125,39.885
1529,Fischer & Porter Co.,29.07,286,-75.0925,40.183889
1530,Havertown PCP,38.34,287,-75.318611,39.982781
1531,Heleva Landfill,50.23,288,-75.5625,40.670831
1532,Hranica Landfill,51.94,289,-79.749439,40.677219
1533,Kimberton,29.44,290,-75.575,40.12695
1534,Lackawanna Refuse,36.57,291,-75.75528100000001,41.37305
1535,Lehigh Electric & Engineering Co.,30.26,292,-75.740689,41.357531
1536,Lindane Dump,51.62,293,-79.7155,40.6257
1537,Lord-Shope Landfill,38.89,294,-80.3525,41.977781
1538,Malvern TCE,46.69,295,-75.56805,40.061669
1539,McAdoo Associates,0.0,296,-76.001389,40.878331
1540,Metal Banks,33.23,297,-75.027781,40.024169
1541,Mill Creek Dump,49.31,298,-80.152781,42.093331
1542,Moyers Landfill,37.62,299,-75.433611,40.155561
1543,Old City of York Landfill,33.93,300,-76.75971899999999,39.840281
1544,Osborne Landfill,54.6,301,-80.05833100000001,41.161111
1545,Palmerton Zinc Pile,42.93,302,-75.583339,40.808331
1546,Presque Isle,40.59,303,-80.1333,42.1497
1547,Resin Disposal,37.69,304,-79.9124,40.2705
1548,Stanley Kessler,33.89,305,-75.355,40.083889
1549,Taylor Borough Dump,30.94,306,-75.718331,41.407219
1550,Voortman Farm,28.62,307,-75.4475,40.547
1551,Wade (ABM),36.63,308,-75.3775,39.8337
1552,Westline Site,31.71,309,-78.77166899999999,41.774719
1553,Berks Sand Pit,32.02,310,-75.6273,40.4646
1554,Dorney Road Landfill,46.1,311,-75.654169,40.527781
1555,East Mount Zion,41.01,312,-76.66528100000001,40.0075
1556,Henderson Road,41.69,313,-75.35555,40.086939
1557,Walsh Landfill,33.64,314,-75.91528100000001,40.119719
1558,Raymark,53.42,315,-75.098611,40.179719
1559,Industrial Lane,42.47,316,-75.228611,40.665831
1560,Tysons Dump,63.1,317,-75.36278100000001,40.111389
1561,Letterkenny Army Depot (SE Area),34.21,318,-77.6444,39.9957
1562,Modern Sanitation Landfill,33.93,319,-76.5925,39.960561
1563,MW Manufacturing,46.44,320,-76.641669,40.99
1564,Brown's Battery Breaking,37.34,321,-76.001389,40.519439
1565,Ambler Asbestos Piles,34.47,322,-75.22721899999999,40.149719
1566,Hunterstown Road,48.27,323,-77.20611099999999,39.85305
1567,Middletown Air Field,35.69,324,-76.7173,40.1763
1568,Westinghouse Elevator Co. Plant,36.37,325,-77.24,39.857219
1569,Whitmoyer Laboratories,46.25,326,-76.325,40.364719
1570,"Delta Quarries & Disposal, Inc./Stotler Landfill",41.08,328,-78.35445,40.553611
1571,Shriver's Corner,46.13,329,-77.2055,39.8999
1572,York County Solid Waste and Refuse Authority Landfill,44.26,331,-76.607219,39.782361
1573,Reeser's Landfill,30.35,333,-75.6564,40.5794
1574,Keystone Sanitation Landfill,33.76,334,-77.036111,39.72445
1575,Lansdowne Radiation Site,0.0,335,-75.2671,39.9413
1576,Route 940 Drum Dump,44.06,336,-75.3825,41.1105
1577,Croydon TCE,31.6,337,-74.8892,40.084934000000004
1578,Revere Chemical Co.,31.31,338,-75.16888900000001,40.502781
1579,Bendix Flight Systems Division,33.74,339,-75.88625,41.797360999999995
1580,C & D Recycling,43.92,340,-75.841669,41.031389000000004
1581,Bally Ground Water Contamination,37.93,341,-75.5933,40.3984
1582,"CryoChem, Inc.",28.58,342,-75.69166899999999,40.317219
1583,Eastern Diversified Metals,31.02,343,-75.9975,40.829439
1584,Naval Air Development Center (8 Waste Areas),57.93,344,-75.0642,40.1996
1585,Hebelka Auto Salvage Yard,31.94,345,-75.667781,40.576669
1586,Hellertown Manufacturing Co.,51.91,346,-75.340947,40.595417
1587,Novak Sanitary Landfill,42.31,347,-75.5611,40.6332
1588,Aladdin Plating,35.57,348,-75.66278100000001,41.491939
1589,Commodore Semiconductor Group,42.35,349,-75.4194,40.1241
1590,"River Road Landfill (Waste Management, Inc.)",43.12,350,-80.4875,41.266669
1591,Saegertown Industrial Area,33.62,351,-80.142972,41.71884
1592,Berkley Products Co. Dump,30.0,352,-76.155281,40.25555
1593,Avco Lycoming (Williamsport Division),42.24,353,-77.041111,41.244031
1594,Bell Landfill,34.79,354,-76.389169,41.633061
1595,William Dick Lagoons,36.64,355,-75.898061,40.041939
1596,Boarhead Farms,39.92,1027,-75.125,40.545831
1597,Berks Landfill,46.1,1040,-76.031111,40.291389
1598,Strasburg Landfill,30.71,1042,-75.768061,39.944439
1599,Westinghouse Electric Corp. (Sharon Plant),41.33,1043,-80.5058,41.2434
1600,Recticon/Allied Steel Corp.,32.06,1053,-75.589031,40.203469
1601,Occidental Chemical Corp./Firestone Tire & Rubber Co.,45.91,1055,-75.61416899999999,40.232081
1602,North Penn - Area 1,35.57,1056,-75.3252,40.3108
1603,North Penn - Area 12,28.9,1057,-75.3537,40.1807
1604,North Penn - Area 7,35.57,1058,-75.278889,40.218061
1605,North Penn - Area 6,35.57,1059,-75.29563900000001,40.248331
1606,North Penn - Area 2,35.57,1060,-75.297781,40.293889
1607,North Penn - Area 5,35.57,1061,-75.2451,40.2721
1608,"AMP, Inc. (Glen Rock Facility)",39.03,1176,-76.6944,39.8218
1609,Tonolli Corp.,46.58,1221,-75.881111,40.850561
1610,Butz Landfill,32.0,1223,-75.3438,41.0335
1611,"Jacks Creek/Sitkin Smelting & Refining, Inc.",40.37,1224,-77.47528100000001,40.641531
1612,Elizabethtown Landfill,28.98,1227,-76.608189,40.132781
1613,A.I.W. Frank/Mid-County Mustang,42.4,1228,-75.6032,40.031811
1614,Tobyhanna Army Depot,37.93,1254,-75.419439,41.19305
1615,Publicker Industries Inc.,59.06,1280,-75.135281,39.90805
1616,Dublin TCE Site,28.9,1288,-75.204897,40.370892
1617,Ohio River Park,42.24,1290,-80.1525,40.518611
1618,Crossley Farm,29.66,1310,-75.620611,40.435417
1619,Woodland Route 532 Dump,34.98,144,-74.492231,39.829169
1620,"Vineland Chemical Co., Inc.",59.16,145,-75.056661,39.510281
1621,Cooper Road,36.79,146,-74.9455,39.8478
1622,"Florence Land Recontouring, Inc., Landfill",47.39,147,-74.773611,40.069439
1623,Tabernacle Drum Dump,36.83,148,-74.700839,39.82
1624,Ventron/Velsicol,51.38,149,-74.07943900000001,40.84
1625,Glen Ridge Radium Site,49.14,150,-74.2125,40.788189
1626,Lodi Municipal Well,33.39,152,-74.093611,40.872919
1627,Pomona Oaks Residential Wells,31.94,153,-74.569439,39.477781
1628,Cinnaminson Township (Block 702) Ground Water Contamination,37.93,154,-74.9862,40.0175
1629,Fried Industries,33.61,155,-74.4412,40.4424
1630,Montclair/West Orange Radium Site,49.14,156,-74.2257,40.7929
1631,"Waldick Aerospace Devices, Inc.",44.86,157,-74.0613,40.143
1632,Naval Weapons Station Earle (Site A),29.65,158,-74.16291899999999,40.264581
