X,Y,FID,OBJECTID,Site_Name,Site_Score,Site_EPA_ID,SEMS_ID,SITS_ID,Region_ID,State,City,County,Status,Longitude,Latitude,Proposed_Date,Listing_Date,Construction_Completion_Date,Construction_Completion_Number,NOID_Date,Deletion_Date,Site_Listing_Narrative,Site_Progress_Profile,Notice_of_Data_Availability,Proposed_FR_Notice,Deletion_FR_Notice,Final_FR_Notice,NOID_FR_Notice,Restoration_FR_Notice_Jumper_Pa,Site_has_had_a_Partial_Deletion,CreationDate,Creator,EditDate,Editor
-74.258017,40.464589,1683,,Raritan Bay Slag,50,NJN000206276,206276,1793,2,New Jersey,"Old Bridge Township, Sayreville",Middlesex,NPL Site,-74.258017,40.464589,04/09/2009,11/04/2009,,0,,,"<a href=""https://semspub.epa.gov/src/document/02/363174"" target=""_blank"">NJN000206276 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0206276"" target=""_blank"">Raritan Bay Slag</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-04-09/pdf/E9-7824.pdf"" target=""_blank"">04/09/2009 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-11-04/pdf/E9-26539.pdf"" target=""_blank"">11/04/2009 (PDF)</a>",,,No,,,,
-74.6995999,40.9289443,1684,,Mansfield Trail Dump,50,NJN000206345,206345,1822,2,New Jersey,Byram,Sussex,NPL Site,-74.6995999,40.9289443,10/21/2010,03/10/2011,,0,,,"<a href=""https://semspub.epa.gov/src/document/02/363178"" target=""_blank"">NJN000206345 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0206345"" target=""_blank"">Mansfield Trail Dump</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-10-21/pdf/2010-26461.pdf"" target=""_blank"">10/21/2010 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-03-10/pdf/2011-5337.pdf"" target=""_blank"">03/10/2011 (PDF)</a>",,,No,,,,
-74.106431,40.871858,1685,,Garfield Ground Water Contamination,0,NJN000206317,206317,1831,2,New Jersey,Garfield,Bergen,NPL Site,-74.106431,40.871858,03/10/2011,09/16/2011,,0,,,"<a href=""https://semspub.epa.gov/src/document/02/363181"" target=""_blank"">NJN000206317 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0206317"" target=""_blank"">Garfield Ground Water Contamination</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-03-10/pdf/2011-5340.pdf"" target=""_blank"">03/10/2011 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-09-16/pdf/2011-23652.pdf"" target=""_blank"">09/16/2011 (PDF)</a>",,,No,,,,
-74.225267,40.779936,1686,,Orange Valley Regional Ground Water Contamination,50,NJD002148799,203649,1857,2,New Jersey,West Orange/Orange,Essex,NPL Site,-74.225267,40.779936,03/15/2012,09/18/2012,,0,,,"<a href=""https://semspub.epa.gov/src/document/02/363185"" target=""_blank"">NJD002148799 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0203649"" target=""_blank"">Orange Valley Regional Ground Water Contamination</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-03-15/pdf/2012-6328.pdf"" target=""_blank"">03/15/2012 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-09-18/pdf/2012-22851.pdf"" target=""_blank"">09/18/2012 (PDF)</a>",,,No,,,,
-75.322169,39.763106,1687,,"Matlack, Inc.",45.54,NJD043584101,200307,1871,2,New Jersey,Woolwich Township,Gloucester,NPL Site,-75.322169,39.763106,09/18/2012,05/24/2013,,0,,,"<a href=""https://semspub.epa.gov/src/document/02/363186"" target=""_blank"">NJD043584101 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200307"" target=""_blank"">Matlack, Inc.</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-09-18/pdf/2012-22837.pdf"" target=""_blank"">09/18/2012 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-05-24/pdf/2013-12324.pdf"" target=""_blank"">05/24/2013 (PDF)</a>",,,No,,,,
-74.159084,40.765722,1688,,Riverside Industrial Park,50,NJSFN0204232,204232,1872,2,New Jersey,Newark,Essex,NPL Site,-74.159084,40.765722,09/18/2012,05/24/2013,,0,,,"<a href=""https://semspub.epa.gov/src/document/02/363187"" target=""_blank"">NJSFN0204232 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0204232"" target=""_blank"">Riverside Industrial Park</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-09-18/pdf/2012-22837.pdf"" target=""_blank"">09/18/2012 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-05-24/pdf/2013-12324.pdf"" target=""_blank"">05/24/2013 (PDF)</a>",,,No,,,,
-74.1452,40.7163,1689,,Pierson's Creek,47.99,NJD002144517,200114,1888,2,New Jersey,Newark,Essex,NPL Site,-74.1452,40.7163,12/12/2013,09/22/2014,,0,,,"<a href=""https://semspub.epa.gov/src/document/02/363188"" target=""_blank"">NJD002144517 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200114"" target=""_blank"">Pierson's Creek</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-12-12/pdf/2013-29349.pdf"" target=""_blank"">12/12/2013 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2014-09-22/pdf/2014-22429.pdf"" target=""_blank"">09/22/2014 (PDF)</a>",,,No,,,,
-74.269155,40.878792,1690,,Unimatic Manufacturing Corporation,50,NJD002164796,206578,1889,2,New Jersey,Fairfield,Essex,NPL Site,-74.269155,40.878792,12/12/2013,05/12/2014,,0,,,"<a href=""https://semspub.epa.gov/src/document/02/363189"" target=""_blank"">NJD002164796 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0206578"" target=""_blank"">Unimatic Manufacturing Corporation</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-12-12/pdf/2013-29349.pdf"" target=""_blank"">12/12/2013 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2014-05-12/pdf/2014-10831.pdf"" target=""_blank"">05/12/2014 (PDF)</a>",,,No,,,,
-75.025489,39.47841,1691,,Former Kil-Tone Company,65.29,NJN000200874,200874,1906,2,New Jersey,Vineland,Cumberland,NPL Site,-75.025489,39.47841,09/30/2015,04/07/2016,,0,,,"<a href=""https://semspub.epa.gov/src/document/02/363670"" target=""_blank"">NJN000200874 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200874"" target=""_blank"">Former Kil-Tone Company</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-09-30/pdf/2015-24318.pdf"" target=""_blank"">09/30/2015 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2016-04-07/pdf/2016-07672.pdf"" target=""_blank"">04/07/2016 (PDF)</a>",,,No,,,,
-103.2117,34.378331,1692,,AT & SF (Clovis),33.62,NMD043158591,600827,763,6,New Mexico,Clovis,Curry,Deleted NPL Site,-103.2117,34.378331,12/30/1982,09/08/1983,09/20/2000,711,01/16/2003,03/17/2003,"<a href=""https://semspub.epa.gov/src/document/06/300347"" target=""_blank"">NMD043158591 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600827"" target=""_blank"">AT & SF (Clovis)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-01-16/pdf/03-733.pdf"" target=""_blank"">03/17/2003 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-01-16/pdf/03-734.pdf"" target=""_blank"">01/16/2003 (PDF)</a>",,No,,,,
-107.8633,35.243331,1693,,Homestake Mining Co.,34.21,NMD007860935,600816,764,6,New Mexico,Milan,Cibola,NPL Site,-107.8633,35.243331,12/30/1982,09/08/1983,09/20/1996,376,,,"<a href=""https://semspub.epa.gov/src/document/06/300348"" target=""_blank"">NMD007860935 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600816"" target=""_blank"">Homestake Mining Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,
-106.6411,35.0441,1694,,South Valley,0,NMD980745558,600881,765,6,New Mexico,Albuquerque,Bernalillo,NPL Site,-106.6411,35.0441,12/30/1982,09/08/1983,09/30/1996,405,,,"<a href=""https://semspub.epa.gov/src/document/06/300349"" target=""_blank"">NMD980745558 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600881"" target=""_blank"">South Valley</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,
-108.5,35.643331,1695,,United Nuclear Corp.,30.36,NMD030443303,600819,766,6,New Mexico,Church Rock,McKinley,NPL Site,-108.5,35.643331,12/30/1982,09/08/1983,09/29/1998,564,,,"<a href=""https://semspub.epa.gov/src/document/06/300350"" target=""_blank"">NMD030443303 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600819"" target=""_blank"">United Nuclear Corp.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,
-105.8647,33.643469,1696,,Cimarron Mining Corp.,38.93,NMD980749378,600897,767,6,New Mexico,Carrizozo,Lincoln,NPL Site,-105.8647,33.643469,06/24/1988,10/04/1989,09/24/1992,129,,,"<a href=""https://semspub.epa.gov/src/document/06/300351"" target=""_blank"">NMD980749378 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600897"" target=""_blank"">Cimarron Mining Corp.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,
-108.0348,35.3596,1697,,Prewitt Abandoned Refinery,44.24,NMD980622773,600877,768,6,New Mexico,Prewitt,McKinley,NPL Site,-108.0348,35.3596,06/24/1988,08/30/1990,08/22/1996,365,,,"<a href=""https://semspub.epa.gov/src/document/06/300352"" target=""_blank"">NMD980622773 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600877"" target=""_blank"">Prewitt Abandoned Refinery</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,
-108.0921,36.7111,1698,,Lee Acres Landfill (USDOI),39.37,NMD980750020,600911,769,6,New Mexico,Farmington,San Juan,NPL Site,-108.0921,36.7111,06/24/1988,08/30/1990,08/11/2005,936,,,"<a href=""https://semspub.epa.gov/src/document/06/300353"" target=""_blank"">NMD980750020 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600911"" target=""_blank"">Lee Acres Landfill (USDOI)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,
-106.9201,34.163331,1699,,Cal West Metals (USSBA),59.37,NMD097960272,604050,1120,6,New Mexico,Lemitar,Socorro,Deleted NPL Site,-106.9201,34.163331,06/24/1988,03/13/1989,09/28/1995,341,11/05/1996,12/20/1996,"<a href=""https://semspub.epa.gov/src/document/06/300269"" target=""_blank"">NMD097960272 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0604050"" target=""_blank"">Cal West Metals (USSBA)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-12-20/pdf/96-32088.pdf"" target=""_blank"">12/20/1996 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189630"" target=""_blank"">03/13/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-11-05/pdf/96-28244.pdf"" target=""_blank"">11/05/1996 (PDF)</a>",,No,,,,
-108.2558,32.8626,1700,,Cleveland Mill,40.37,NMD981155930,600952,1122,6,New Mexico,Silver City,Grant,Deleted NPL Site,-108.2558,32.8626,06/24/1988,03/31/1989,09/23/1999,639,05/22/2001,07/23/2001,"<a href=""https://semspub.epa.gov/src/document/06/300270"" target=""_blank"">NMD981155930 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600952"" target=""_blank"">Cleveland Mill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-05-22/pdf/01-12705.pdf"" target=""_blank"">07/23/2001 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-05-22/pdf/01-12704.pdf"" target=""_blank"">05/22/2001 (PDF)</a>",,No,,,,
-106.7205,34.7896,1701,,Pagano Salvage,35.57,NMD980749980,600907,1201,6,New Mexico,Los Lunas,Valencia,Deleted NPL Site,-106.7205,34.7896,06/24/1988,10/04/1989,09/12/1991,57,06/29/1992,10/14/1992,"<a href=""https://semspub.epa.gov/src/document/06/300271"" target=""_blank"">NMD980749980 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600907"" target=""_blank"">Pagano Salvage</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/06/300087"" target=""_blank"">06/29/1992 (PDF)</a>",,No,,,,
-106.655278,35.033333,1702,,AT&SF (Albuquerque),50,NMD980622864,600879,1353,6,New Mexico,Albuquerque,Bernalillo,NPL Site,-106.655278,35.033333,10/14/1992,12/16/1994,02/10/2011,1101,,,"<a href=""https://semspub.epa.gov/src/document/06/300279"" target=""_blank"">NMD980622864 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600879"" target=""_blank"">AT&SF (Albuquerque)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189654"" target=""_blank"">10/14/1992 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189639"" target=""_blank"">12/16/1994 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,
-106.081384,35.9914,1703,,North Railroad Avenue Plume,50,NMD986670156,604299,1518,6,New Mexico,Espanola,Rio Arriba,NPL Site,-106.081384,35.9914,07/28/1998,01/19/1999,06/30/2008,1034,,,"<a href=""https://semspub.epa.gov/src/document/06/300295"" target=""_blank"">NMD986670156 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0604299"" target=""_blank"">North Railroad Avenue Plume</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-07-28/pdf/98-20155.pdf"" target=""_blank"">07/28/1998 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-01-19/pdf/99-1020.pdf"" target=""_blank"">01/19/1999 (PDF)</a>",,,No,,,,
-106.640611,35.086444,1704,,Fruit Avenue Plume,50,NMD986668911,604068,1570,6,New Mexico,Albuquerque,Bernalillo,NPL Site,-106.640611,35.086444,07/22/1999,10/22/1999,12/05/2006,1008,,,"<a href=""https://semspub.epa.gov/src/document/06/300307"" target=""_blank"">NMD986668911 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0604068"" target=""_blank"">Fruit Avenue Plume</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-07-22/pdf/99-18603.pdf"" target=""_blank"">07/22/1999 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-10-22/pdf/99-27537.pdf"" target=""_blank"">10/22/1999 (PDF)</a>",,,No,,,,
-106.76,32.315556,1705,,Griggs & Walnut Ground Water Plume,50,NM0002271286,605116,1630,6,New Mexico,Las Cruces,Dona Ana,NPL Site,-106.76,32.315556,01/11/2001,06/14/2001,07/20/2012,1124,,,"<a href=""https://semspub.epa.gov/src/document/06/300315"" target=""_blank"">NM0002271286 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605116"" target=""_blank"">Griggs & Walnut Ground Water Plume</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-01-11/pdf/01-563.pdf"" target=""_blank"">01/11/2001 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-06-14/pdf/01-14616.pdf"" target=""_blank"">06/14/2001 (PDF)</a>",,,No,,,,
-104.518722,33.379792,1706,,McGaffey and Main Groundwater Plume,50,NM0000605386,605386,1657,6,New Mexico,Roswell,Chaves,NPL Site,-104.518722,33.379792,09/13/2001,09/05/2002,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300319"" target=""_blank"">NM0000605386 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605386"" target=""_blank"">McGaffey and Main Groundwater Plume</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-13/pdf/01-22742.pdf"" target=""_blank"">09/13/2001 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-09-05/pdf/02-22538.pdf"" target=""_blank"">09/05/2002 (PDF)</a>",,,No,,,,
-107.843889,35.155778,1707,,Grants Chlorinated Solvents Plume,50,NM0007271768,605144,1715,6,New Mexico,Grants,Cibola,NPL Site,-107.843889,35.155778,03/08/2004,07/22/2004,09/11/2012,1130,,,"<a href=""https://semspub.epa.gov/src/document/06/300326"" target=""_blank"">NM0007271768 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605144"" target=""_blank"">Grants Chlorinated Solvents Plume</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-03-08/pdf/04-5109.pdf"" target=""_blank"">03/08/2004 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-07-22/pdf/04-16571.pdf"" target=""_blank"">07/22/2004 (PDF)</a>",,,No,,,,
-106.901239,34.099517,1708,,Eagle Picher Carefree Battery,50,NMD001829506,600805,1758,6,New Mexico,Socorro,Socorro,NPL Site,-106.901239,34.099517,03/07/2007,09/19/2007,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300052"" target=""_blank"">NMD001829506 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600805"" target=""_blank"">Eagle Picher Carefree Battery</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-03-07/pdf/E7-3903.pdf"" target=""_blank"">03/07/2007 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-09-19/pdf/E7-18155.pdf"" target=""_blank"">09/19/2007 (PDF)</a>",,,No,,,,
-105.497706,36.700294,1709,,Chevron Questa Mine,50,NMD002899094,600806,1841,6,New Mexico,Questa,Taos,NPL Site,-105.497706,36.700294,03/10/2011,09/16/2011,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300060"" target=""_blank"">NMD002899094 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600806"" target=""_blank"">Chevron Questa Mine</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-03-10/pdf/2011-5340.pdf"" target=""_blank"">03/10/2011 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-09-16/pdf/2011-23652.pdf"" target=""_blank"">09/16/2011 (PDF)</a>",,,No,,,,
-107.347372,35.133728,1710,,Jackpile-Paguate Uranium Mine,50,NMN000607033,607033,1865,6,New Mexico,Laguna Pueblo,Cibola,NPL Site,-107.347372,35.133728,03/15/2012,12/12/2013,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300064"" target=""_blank"">NMN000607033 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0607033"" target=""_blank"">Jackpile-Paguate Uranium Mine</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-03-15/pdf/2012-6328.pdf"" target=""_blank"">03/15/2012 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-12-12/pdf/2013-29350.pdf"" target=""_blank"">12/12/2013 (PDF)</a>",,,No,,,,
-104.529951,33.394079,1711,,Lea and West Second Street,50,NMN000607057,607057,1910,6,New Mexico,Roswell,Chaves,NPL Site,-104.529951,33.394079,09/30/2015,04/07/2016,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300402"" target=""_blank"">NMN000607057 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0607057"" target=""_blank"">Lea and West Second Street</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-09-30/pdf/2015-24318.pdf"" target=""_blank"">09/30/2015 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2016-04-07/pdf/2016-07672.pdf"" target=""_blank"">04/07/2016 (PDF)</a>",,,No,,,,
-119.5892,39.23195,1712,,Carson River Mercury Site,39.07,NVD980813646,903020,1274,9,Nevada,"Churchill County, Lyon County","Churchill, Lyon",NPL Site,-119.5892,39.23195,10/26/1989,08/30/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400175"" target=""_blank"">NVD980813646 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0903020"" target=""_blank"">Carson River Mercury Site</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,
-119.187067,38.990272,1713,,Anaconda Copper Mine,50,NVD083917252,902959,1921,9,Nevada,Yerington,Lyon,Proposed NPL Site,-119.187067,38.990272,09/09/2016,,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400298"" target=""_blank"">NVD083917252 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902959"" target=""_blank"">Anaconda Copper Mine</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2016-09-09/pdf/2016-21626.pdf"" target=""_blank"">09/09/2016 (PDF)</a>",,,,,No,,,,
-76.498389,40.026207,1714,,UGI Columbia Gas Plant,50.78,PAD980539126,301328,1394,3,Pennsylvania,Columbia,Lancaster,NPL Site,-76.498389,40.026207,06/23/1993,05/31/1994,09/24/2007,1019,,,"<a href=""https://semspub.epa.gov/src/document/03/900216"" target=""_blank"">PAD980539126 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301328"" target=""_blank"">UGI Columbia Gas Plant</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189656"" target=""_blank"">06/23/1993 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189638"" target=""_blank"">05/31/1994 (PDF)</a>",,,No,,,,
-76.99361,40.223888,1715,,Navy Ships Parts Control Center,50,PA3170022104,302460,1411,3,Pennsylvania,Mechanicsburg,Cumberland,NPL Site,-76.99361,40.223888,01/18/1994,05/31/1994,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900218"" target=""_blank"">PA3170022104 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302460"" target=""_blank"">Navy Ships Parts Control Center</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189657"" target=""_blank"">01/18/1994 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189638"" target=""_blank"">05/31/1994 (PDF)</a>",,,No,,,,
-75.412222,39.819443,1716,,East Tenth Street,67.68,PAD987323458,304250,1412,3,Pennsylvania,Marcus Hook,Delaware,Proposed NPL Site,-75.412222,39.819443,01/18/1994,,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900219"" target=""_blank"">PAD987323458 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0304250"" target=""_blank"">East Tenth Street</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189657"" target=""_blank"">01/18/1994 (PDF)</a>",,,,,No,,,,
-75.7899,41.3268,1717,,Butler Mine Tunnel,49.51,PAD980508451,301208,1414,3,Pennsylvania,Pittston,Luzerne,NPL Site,-75.7899,41.3268,06/10/1986,07/22/1987,09/08/2005,944,,,"<a href=""https://semspub.epa.gov/src/document/03/900220"" target=""_blank"">PAD980508451 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301208"" target=""_blank"">Butler Mine Tunnel</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,No,,,,
-75.1475,40.19222,1718,,Willow Grove Naval Air and Air Reserve Station,50,PAD987277837,303820,1434,3,Pennsylvania,Willow Grove,Montgomery,NPL Site,-75.1475,40.19222,08/23/1994,09/29/1995,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900223"" target=""_blank"">PAD987277837 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303820"" target=""_blank"">Willow Grove Naval Air and Air Reserve Station</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189658"" target=""_blank"">08/23/1994 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-09-29/pdf/95-24415.pdf"" target=""_blank"">09/29/1995 (PDF)</a>",,,No,,,,
